rodzaj,ksztalt_kapelusza,powierzchnia_kapelusza,kolor_kapelusza,zasinienia,zapach,sposob_przyrastania_blaszek,odstep_miedzy_blaszkami,rozmiar_blaszek,kolor_blaszek,ksztalt_trzonu,korzen_trzonu,powierzchnia_trzonu_nad_pierscieniem,powierzchnia_lodygi_ponizej_pierscienia,kolor_trzonu_nad_pierscieniem,kolor_trzonu_pod_pierscieniem,rodzaj_oslony,kolor_oslony,liczba_pierscieni,rodzaj_pierscienia,kolor_wysypu_zarodnikow,populacja,srodowisko
trujący,płaski,gładki,brązowy,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,miejskie
jadalny,płaski,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,wypukły,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,czarny,samotna,trawy
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,płaski,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,dzwonowy,gładki,biały,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,łąki
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
trujący,płaski,gładki,brązowy,tak,ostry,wolne,mały,wąski,biały,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,miejskie
jadalny,wypukły,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,dzwonowy,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,trawy
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,płaski,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,wypukły,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,włóknisty,brązowy,tak,brak,wolne,mały,szeroki,różowy,zbieżny,bulwiasty,gładka,gładka,różowy,szary,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,dzwonowy,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,łąki
jadalny,wypukły,włóknisty,szary,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,szary,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
trujący,płaski,łuskowaty,brązowy,tak,ostry,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
trujący,płaski,gładki,brązowy,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,miejskie
jadalny,płaski,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,płaski,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,płaski,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,gładki,żółty,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,płaski,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
trujący,wypukły,łuskowaty,brązowy,tak,ostry,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,trawy
jadalny,płaski,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
trujący,płaski,łuskowaty,brązowy,tak,ostry,wolne,mały,wąski,brązowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,włóknisty,brązowy,tak,brak,wolne,mały,szeroki,różowy,zbieżny,bulwiasty,gładka,gładka,różowy,biały,częściowa,biały,jeden,opadający,czarny,kilka,laśne
jadalny,wypukły,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
trujący,płaski,gładki,brązowy,tak,ostry,wolne,mały,wąski,biały,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,miejskie
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
trujący,wypukły,gładki,biały,tak,ostry,wolne,mały,wąski,biały,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,miejskie
jadalny,wypukły,włóknisty,brązowy,tak,brak,wolne,mały,szeroki,różowy,zbieżny,bulwiasty,gładka,gładka,szary,szary,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,ścieżki
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,płaski,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,wypukły,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,płaski,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,wypukły,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,płaski,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,wypukły,włóknisty,szary,tak,brak,wolne,mały,szeroki,biały,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,wypukły,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,wypukły,łuskowaty,brązowy,tak,anyż,wolne,mały,szeroki,biały,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,wypukły,łuskowaty,szary,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,różowy,szary,częściowa,biały,jeden,opadający,czarny,samotna,laśne
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,płaski,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,płaski,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,włóknisty,brązowy,tak,brak,wolne,mały,szeroki,różowy,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,laśne
jadalny,wypukły,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,samotna,miejskie
trujący,płaski,gładki,biały,tak,ostry,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,miejskie
trujący,płaski,gładki,brązowy,tak,ostry,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,trawy
jadalny,wypukły,włóknisty,brązowy,tak,brak,wolne,mały,szeroki,purpurowy,zbieżny,bulwiasty,gładka,gładka,biały,szary,częściowa,biały,jeden,opadający,czarny,kilka,laśne
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,płaski,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,płaski,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,włóknisty,czerwony,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,różowy,różowy,częściowa,biały,jeden,opadający,czarny,kilka,laśne
trujący,płaski,łuskowaty,biały,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,miejskie
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,włóknisty,brązowy,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,biały,szary,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
trujący,płaski,gładki,brązowy,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,miejskie
trujący,płaski,gładki,biały,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,trawy
trujący,płaski,gładki,biały,tak,ostry,wolne,mały,wąski,brązowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,miejskie
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,płaski,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,płaski,włóknisty,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
trujący,płaski,gładki,biały,tak,ostry,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,trawy
trujący,płaski,gładki,biały,tak,ostry,wolne,mały,wąski,brązowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,trawy
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,włóknisty,brązowy,tak,brak,wolne,mały,szeroki,biały,zbieżny,bulwiasty,gładka,gładka,biały,szary,częściowa,biały,jeden,opadający,czarny,kilka,laśne
jadalny,wypukły,włóknisty,brązowy,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,szary,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,rozsiana,trawy
jadalny,wypukły,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,obfita,trawy
jadalny,wypukły,gładki,żółty,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,łąki
jadalny,płaski,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,brązowy,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
